date,feature,feature_group,bucket,p_up,p_down,count,p_up_minus_down,p_flat
2024-05-01,ofi_100ms,secondary,7,0.540995806509,0.459004193491,84655,0.0819916130175,
2024-05-01,ofi_100ms,secondary,8,0.569481745576,0.430518254424,85267,0.138963491151,
2024-05-01,ofi_100ms,secondary,9,0.615004901274,0.384995098726,85692,0.230009802549,
2024-05-01,ofi_100ms,secondary,10,0.732632679131,0.267367320869,86110,0.465265358263,
2024-06-01,microprice_deviation_bps,primary,1,0.0934308045711,0.906569195429,69217,-0.813138390858,
2024-06-01,microprice_deviation_bps,primary,2,0.159429291406,0.840570708594,56351,-0.681141417189,
2024-06-01,microprice_deviation_bps,primary,3,0.221819827976,0.778180172024,48598,-0.556360344047,
2024-06-01,microprice_deviation_bps,primary,4,0.291471008575,0.708528991425,39184,-0.41705798285,
2024-06-01,microprice_deviation_bps,primary,5,0.419602280951,0.580397719049,34547,-0.160795438099,
2024-06-01,microprice_deviation_bps,primary,6,0.568384197613,0.431615802387,36273,0.136768395225,
2024-06-01,microprice_deviation_bps,primary,7,0.675917735515,0.324082264485,36176,0.351835471031,
2024-06-01,microprice_deviation_bps,primary,8,0.772274318733,0.227725681267,40843,0.544548637465,
2024-06-01,microprice_deviation_bps,primary,9,0.858507427119,0.141492572881,50356,0.717014854238,
2024-06-01,microprice_deviation_bps,primary,10,0.933781997356,0.0662180026439,66568,0.867563994712,
2024-06-01,qi_1,primary,1,0.0927033665655,0.907296633434,69210,-0.814593266869,
2024-06-01,qi_1,primary,2,0.159151900759,0.840848099241,56267,-0.681696198482,
2024-06-01,qi_1,primary,3,0.222779708416,0.777220291584,48631,-0.554440583167,
2024-06-01,qi_1,primary,4,0.291266097157,0.708733902843,39215,-0.417467805687,
2024-06-01,qi_1,primary,5,0.419909161917,0.580090838083,34567,-0.160181676165,
2024-06-01,qi_1,primary,6,0.568539387761,0.431460612239,36293,0.137078775521,
2024-06-01,qi_1,primary,7,0.675330773693,0.324669226307,36203,0.350661547386,
2024-06-01,qi_1,primary,8,0.772502690539,0.227497309461,40884,0.545005381078,
2024-06-01,qi_1,primary,9,0.858547730208,0.141452269792,50335,0.717095460415,
2024-06-01,qi_1,primary,10,0.934128225176,0.0658717748241,66508,0.868256450352,
2024-06-01,di_10,secondary,1,0.0930768896045,0.906923110396,68943,-0.813846220791,
2024-06-01,di_10,secondary,2,0.169908672515,0.830091327485,55624,-0.660182654969,
2024-06-01,di_10,secondary,3,0.209905559591,0.790094440409,46802,-0.580188880817,
2024-06-01,di_10,secondary,4,0.311279667238,0.688720332762,40870,-0.377440665525,
2024-06-01,di_10,secondary,5,0.404548983524,0.595451016476,34777,-0.190902032953,
2024-06-01,di_10,secondary,6,0.573827399693,0.426172600307,37161,0.147654799386,
2024-06-01,di_10,secondary,7,0.679989930633,0.320010069367,35752,0.359979861267,
2024-06-01,di_10,secondary,8,0.748369460963,0.251630539037,41704,0.496738921926,
2024-06-01,di_10,secondary,9,0.852634845517,0.147365154483,51559,0.705269691034,
2024-06-01,di_10,secondary,10,0.937462454368,0.0625375456324,64921,0.874924908735,
2024-06-01,di_5,secondary,1,0.0919564937019,0.908043506298,69783,-0.816087012596,
2024-06-01,di_5,secondary,2,0.16399357028,0.83600642972,55990,-0.672012859439,
2024-06-01,di_5,secondary,3,0.220594828875,0.779405171125,46837,-0.558810342251,
2024-06-01,di_5,secondary,4,0.293033952373,0.706966047627,40439,-0.413932095255,
2024-06-01,di_5,secondary,5,0.409691888247,0.590308111753,34111,-0.180616223506,
2024-06-01,di_5,secondary,6,0.56366913351,0.43633086649,36619,0.12733826702,
2024-06-01,di_5,secondary,7,0.687489788138,0.312510211862,36722,0.374979576276,
2024-06-01,di_5,secondary,8,0.765691392497,0.234308607503,41185,0.531382784995,
2024-06-01,di_5,secondary,9,0.852810147268,0.147189852732,51403,0.705620294535,
2024-06-01,di_5,secondary,10,0.940191313976,0.0598086860236,65024,0.880382627953,
2024-06-01,ofi_100ms,secondary,1,0.392976159959,0.607023840041,54614,-0.214047680082,
2024-06-01,ofi_100ms,secondary,2,0.439237091411,0.560762908589,47817,-0.121525817178,
2024-06-01,ofi_100ms,secondary,3,0.45612118015,0.54387881985,53078,-0.0877576397001,
2024-06-01,ofi_100ms,secondary,4,0.514999608365,0.485000391635,51068,0.0299992167306,
2024-06-01,ofi_100ms,secondary,5,0.525535768896,0.474464231104,42509,0.051071537792,
2024-06-01,ofi_100ms,secondary,6,0.496049905025,0.503950094975,46328,-0.00790018994992,
2024-06-01,ofi_100ms,secondary,7,0.490163225597,0.509836774403,37004,-0.0196735488055,
2024-06-01,ofi_100ms,secondary,8,0.48715412747,0.51284587253,43477,-0.0256917450606,
2024-06-01,ofi_100ms,secondary,9,0.52001671542,0.47998328458,47860,0.0400334308399,
2024-06-01,ofi_100ms,secondary,10,0.5822142095,0.4177857905,54358,0.164428419,
2024-07-01,microprice_deviation_bps,primary,1,0.128935243663,0.871064756337,83127,-0.742129512673,
2024-07-01,microprice_deviation_bps,primary,2,0.208861787602,0.791138212398,80029,-0.582276424796,
2024-07-01,microprice_deviation_bps,primary,3,0.284252831567,0.715747168433,76636,-0.431494336865,
2024-07-01,microprice_deviation_bps,primary,4,0.373786536523,0.626213463477,75404,-0.252426926953,
2024-07-01,microprice_deviation_bps,primary,5,0.442597875067,0.557402124933,72567,-0.114804249866,
2024-07-01,microprice_deviation_bps,primary,6,0.519742219007,0.480257780993,74637,0.0394844380133,
