date,horizon,bucket,row_type,fraction_ret_zero,unique_forward_return_values,fraction_unchanged_mid,p_return_gt_0,p_return_lt_0,count
2024-04-01,1s,10,qi_1_decile,0.488940076164,21398,0.488940076164,0.489958677208,0.0211012466288,86393
2024-04-01,5s,,daily,0.433098192106,89474,0.433098192106,0.27837148301,0.288530324884,863878
2024-04-01,5s,1,qi_1_decile,0.22985084997,21006,0.22985084997,0.100861549863,0.669287600167,86356
2024-04-01,5s,2,qi_1_decile,0.400085654096,13752,0.400085654096,0.117380836632,0.482533509271,86394
2024-04-01,5s,3,qi_1_decile,0.483816072793,11439,0.483816072793,0.14869996064,0.367483966567,86382
2024-04-01,5s,4,qi_1_decile,0.522802509434,10454,0.522802509434,0.170613700025,0.306583790541,86394
2024-04-01,5s,5,qi_1_decile,0.554606382609,10148,0.554606382609,0.193017791205,0.252375826186,86391
2024-04-01,5s,6,qi_1_decile,0.531630184398,10500,0.531630184398,0.24572572897,0.222644086631,86389
2024-04-01,5s,7,qi_1_decile,0.520343554305,10557,0.520343554305,0.289567200287,0.190089245408,86391
2024-04-01,5s,8,qi_1_decile,0.484883209482,11324,0.484883209482,0.366321735306,0.148795055212,86394
2024-04-01,5s,9,qi_1_decile,0.385536032595,14298,0.385536032595,0.484721161192,0.129742806213,86394
2024-04-01,5s,10,qi_1_decile,0.217355572789,22972,0.217355572789,0.666709108377,0.115935318834,86393
2024-04-01,30s,,daily,0.0762156854572,94101,0.0762156854572,0.449898567439,0.473885747104,863628
2024-04-01,30s,1,qi_1_decile,0.0360216361467,22226,0.0360216361467,0.301805714815,0.662172649038,86337
2024-04-01,30s,2,qi_1_decile,0.0660115285784,15707,0.0660115285784,0.319211982314,0.614776489108,86394
2024-04-01,30s,3,qi_1_decile,0.0852839711977,13434,0.0852839711977,0.351624180964,0.563091847839,86382
2024-04-01,30s,4,qi_1_decile,0.0965194636778,12589,0.0965194636778,0.385093671121,0.518386865202,86366
2024-04-01,30s,5,qi_1_decile,0.10836246614,12066,0.10836246614,0.411918597921,0.479718935939,86386
2024-04-01,30s,6,qi_1_decile,0.108630676552,12390,0.108630676552,0.460426320667,0.43094300278,86320
2024-04-01,30s,7,qi_1_decile,0.093230747839,12576,0.093230747839,0.490915621886,0.415853630275,86302
2024-04-01,30s,8,qi_1_decile,0.0864702136282,13509,0.0864702136282,0.53945464019,0.374075146182,86365
2024-04-01,30s,9,qi_1_decile,0.0472293284869,15984,0.0472293284869,0.601166842233,0.35160382928,86387
2024-04-01,30s,10,qi_1_decile,0.0344256791953,24122,0.0344256791953,0.637338087025,0.32823623378,86389
2024-05-01,100ms,,daily,0.88527925832,94628,0.88527925832,0.0571665017332,0.0575542399463,863985
2024-05-01,100ms,1,qi_1_decile,0.709742010903,24229,0.709742010903,0.00581025243348,0.284447736664,86399
2024-05-01,100ms,2,qi_1_decile,0.884755610597,9855,0.884755610597,0.00785888725564,0.107385502147,86399
2024-05-01,100ms,3,qi_1_decile,0.934836454548,5606,0.934836454548,0.0100349545128,0.0551285909396,86398
2024-05-01,100ms,4,qi_1_decile,0.948089076136,4480,0.948089076136,0.0156137873562,0.0362971365078,86398
2024-05-01,100ms,5,qi_1_decile,0.945635315632,4692,0.945635315632,0.0242945438552,0.0300701405125,86398
2024-05-01,100ms,6,qi_1_decile,0.94611048739,4653,0.94611048739,0.0306832255003,0.0232062871098,86399
2024-05-01,100ms,7,qi_1_decile,0.944362781977,4797,0.944362781977,0.0396879593514,0.015949258672,86399
2024-05-01,100ms,8,qi_1_decile,0.933621148638,5696,0.933621148638,0.0565522350054,0.00982661635686,86398
2024-05-01,100ms,9,qi_1_decile,0.882313452702,10004,0.882313452702,0.11025590574,0.00743064155835,86399
2024-05-01,100ms,10,qi_1_decile,0.723326928864,22898,0.723326928864,0.270874325795,0.00579874534133,86398
2024-05-01,500ms,,daily,0.693456221838,138872,0.693456221838,0.154476776688,0.152067001473,863981
2024-05-01,500ms,1,qi_1_decile,0.47682264841,31327,0.47682264841,0.0344911399437,0.488686211646,86399
2024-05-01,500ms,2,qi_1_decile,0.680355096703,19453,0.680355096703,0.0460653479786,0.273579555319,86399
2024-05-01,500ms,3,qi_1_decile,0.758003657492,14740,0.758003657492,0.060371767865,0.181624574643,86398
