date,model,mode,latency_ms,fee_scenario,maker_fee_bps,taker_fee_bps,gross_pnl,maker_turnover,taker_turnover,maker_fees,taker_fees,total_fees,net_pnl,turnover,net_pnl_bps_of_turnover,fill_rate,maker_fill_count,taker_on_arrival_count,mean_fill_fraction,terminal_position,max_inventory
2024-07-01,lightgbm_qi_ofi,passive,0,P3,0.0,1.0,-3080.5074360552244,6125189.791964119,0.0,0.0,0.0,0.0,-3080.5074360552244,6125189.791964068,-5.029244057215486,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,0,P4,0.25,1.0,-3080.5074360552244,6125189.791964119,0.0,153.12974479910298,0.0,153.12974479910298,-3233.637180854327,6125189.791964068,-5.279244057215488,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,0,P5,0.5,2.0,-3080.5074360552244,6125189.791964119,0.0,306.25948959820596,0.0,306.25948959820596,-3386.7669256534305,6125189.791964068,-5.52924405721549,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,0,P6,1.0,5.0,-3080.5074360552244,6125189.791964119,0.0,612.5189791964119,0.0,612.5189791964119,-3693.0264152516365,6125189.791964068,-6.029244057215494,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,10,P0,0.0,0.0,-2741.6763699511066,6074497.377755085,0.0,0.0,0.0,0.0,-2741.6763699511066,6074497.377755009,-4.513420945725003,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P1,-0.5,0.5,-2741.6763699511066,6074497.377755085,0.0,-303.72486888775427,0.0,-303.72486888775427,-2437.951501063352,6074497.377755009,-4.013420945724997,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P2,0.0,0.5,-2741.6763699511066,6074497.377755085,0.0,0.0,0.0,0.0,-2741.6763699511066,6074497.377755009,-4.513420945725003,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P3,0.0,1.0,-2741.6763699511066,6074497.377755085,0.0,0.0,0.0,0.0,-2741.6763699511066,6074497.377755009,-4.513420945725003,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P4,0.25,1.0,-2741.6763699511066,6074497.377755085,0.0,151.86243444387713,0.0,151.86243444387713,-2893.538804394984,6074497.377755009,-4.763420945725007,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P5,0.5,2.0,-2741.6763699511066,6074497.377755085,0.0,303.72486888775427,0.0,303.72486888775427,-3045.401238838861,6074497.377755009,-5.013420945725009,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,10,P6,1.0,5.0,-2741.6763699511066,6074497.377755085,0.0,607.4497377755085,0.0,607.4497377755085,-3349.1261077266154,6074497.377755009,-5.5134209457250165,0.03607324796915875,12218,0,0.027878734815217996,8.745189147620211,9.524585468565501
2024-07-01,lightgbm_qi_ofi,passive,100,P0,0.0,0.0,-2178.263225474686,6167281.883051742,1864627.820755681,0.0,0.0,0.0,-2178.263225474686,8031909.703807328,-2.712011595999559,0.04534398090779751,12552,196,0.03686223902300702,5.819067941774399,7.021528248729046
2024-07-01,lightgbm_qi_ofi,passive,100,P1,-0.5,0.5,-2178.263225474686,6167281.883051742,1864627.820755681,-308.3640941525871,93.23139103778405,-215.13270311480304,-1963.130522359883,8031909.703807328,-2.4441640839529226,0.04534398090779751,12552,196,0.03686223902300702,5.819067941774399,7.021528248729046
2024-07-01,lightgbm_qi_ofi,passive,100,P2,0.0,0.5,-2178.263225474686,6167281.883051742,1864627.820755681,0.0,93.23139103778405,93.23139103778405,-2271.4946165124697,8031909.703807328,-2.8280878399762437,0.04534398090779751,12552,196,0.03686223902300702,5.819067941774399,7.021528248729046
