date,model,mode,latency_ms,fee_scenario,gross_pnl,maker_fees,taker_fees,total_fees,net_pnl,fee_burden_fraction_of_gross_pnl
2024-07-01,qi_direct_baseline,passive,0,P3,-1035.9125899009377,0.0,0.0,0.0,-1035.9125899009377,
2024-07-01,qi_direct_baseline,passive,0,P4,-1035.9125899009377,46.98841597135328,0.0,46.98841597135328,-1082.901005872291,
2024-07-01,qi_direct_baseline,passive,0,P5,-1035.9125899009377,93.97683194270655,0.0,93.97683194270655,-1129.8894218436444,
2024-07-01,qi_direct_baseline,passive,0,P6,-1035.9125899009377,187.9536638854131,0.0,187.9536638854131,-1223.8662537863509,
2024-07-01,qi_direct_baseline,passive,10,P0,-921.6541381248244,0.0,0.0,0.0,-921.6541381248244,
2024-07-01,qi_direct_baseline,passive,10,P1,-921.6541381248244,-93.95437566616987,0.0,-93.95437566616987,-827.6997624586545,
2024-07-01,qi_direct_baseline,passive,10,P2,-921.6541381248244,0.0,0.0,0.0,-921.6541381248244,
2024-07-01,qi_direct_baseline,passive,10,P3,-921.6541381248244,0.0,0.0,0.0,-921.6541381248244,
2024-07-01,qi_direct_baseline,passive,10,P4,-921.6541381248244,46.97718783308493,0.0,46.97718783308493,-968.6313259579093,
2024-07-01,qi_direct_baseline,passive,10,P5,-921.6541381248244,93.95437566616987,0.0,93.95437566616987,-1015.6085137909943,
2024-07-01,qi_direct_baseline,passive,10,P6,-921.6541381248244,187.90875133233973,0.0,187.90875133233973,-1109.5628894571641,
2024-07-01,qi_direct_baseline,passive,100,P0,151.5554936050612,0.0,0.0,0.0,151.5554936050612,0.0
2024-07-01,qi_direct_baseline,passive,100,P1,151.5554936050612,-101.45065259823163,49.73179186995186,-51.718860728279765,203.27435433334097,-0.34125361937096166
2024-07-01,qi_direct_baseline,passive,100,P2,151.5554936050612,0.0,49.73179186995186,49.73179186995186,101.82370173510934,0.3281424558554641
2024-07-01,qi_direct_baseline,passive,100,P3,151.5554936050612,0.0,99.46358373990373,99.46358373990373,52.091909865157476,0.6562849117109282
2024-07-01,qi_direct_baseline,passive,100,P4,151.5554936050612,50.725326299115814,99.46358373990373,150.18891003901953,1.366583566041669,0.990982949324141
2024-07-01,qi_direct_baseline,passive,100,P5,151.5554936050612,101.45065259823163,198.92716747980745,300.37782007803906,-148.82232647297786,1.981965898648282
2024-07-01,qi_direct_baseline,passive,100,P6,151.5554936050612,202.90130519646326,497.3179186995186,700.2192238959818,-548.6637302909206,4.620216709007492
2024-07-01,qi_direct_baseline,passive,250,P0,-1478.53166434163,0.0,0.0,0.0,-1478.53166434163,
2024-07-01,qi_direct_baseline,passive,250,P1,-1478.53166434163,-99.22076807279991,109.15866075424577,9.93789268144586,-1488.4695570230758,
2024-07-01,qi_direct_baseline,passive,250,P2,-1478.53166434163,0.0,109.15866075424577,109.15866075424577,-1587.6903250958758,
2024-07-01,qi_direct_baseline,passive,250,P3,-1478.53166434163,0.0,218.31732150849155,218.31732150849155,-1696.8489858501216,
2024-07-01,qi_direct_baseline,passive,250,P4,-1478.53166434163,49.61038403639996,218.31732150849155,267.9277055448915,-1746.4593698865215,
2024-07-01,qi_direct_baseline,passive,250,P5,-1478.53166434163,99.22076807279991,436.6346430169831,535.855411089783,-2014.387075431413,
2024-07-01,qi_direct_baseline,passive,250,P6,-1478.53166434163,198.44153614559983,1091.5866075424578,1290.0281436880578,-2768.5598080296877,
2024-07-01,qi_direct_baseline,passive,50,P0,-827.7040411124326,0.0,0.0,0.0,-827.7040411124326,
2024-07-01,qi_direct_baseline,passive,50,P1,-827.7040411124326,-89.93891239037328,0.0,-89.93891239037328,-737.7651287220593,
2024-07-01,qi_direct_baseline,passive,50,P2,-827.7040411124326,0.0,0.0,0.0,-827.7040411124326,
2024-07-01,qi_direct_baseline,passive,50,P3,-827.7040411124326,0.0,0.0,0.0,-827.7040411124326,
2024-07-01,qi_direct_baseline,passive,50,P4,-827.7040411124326,44.96945619518664,0.0,44.96945619518664,-872.6734973076193,
2024-07-01,qi_direct_baseline,passive,50,P5,-827.7040411124326,89.93891239037328,0.0,89.93891239037328,-917.6429535028059,
2024-07-01,qi_direct_baseline,passive,50,P6,-827.7040411124326,179.87782478074655,0.0,179.87782478074655,-1007.5818658931792,
